,sentimen,before,after
1620,netral,"Sementara, menurut @prabowo BUMN adalah benteng terakhir ekonomi di Indonesia dan melihat benteng itu goyah. #DebatTerakhirPilpres2019 #DebatPilpres2019  http://bit.ly/2Iw2l3NÂ  pic.twitter.com/hNRhHmMNGn","Sementara, menurut @prabowo BUMN adalah benteng terakhir ekonomi di Indonesia dan melihat benteng itu goyah. Debat Terakhir Pilpres2019 Debat Pilpres2019 http://bit.ly/2Iw2l3NÂ pic.twitter.com/hNRhHmMNGn"
1622,positif,MasyaAllah.  Prabowo - Sandi berjanji tidak akan mengambil sepeserpun gaji mereka jika terpilih.  #02MenangDebat,MasyaAllah. Prabowo - Sandi berjanji tidak akan mengambil sepeserpun gaji mereka jika terpilih. 02Menang Debat
1623,positif,"Insyaallah Prabowo Sandi bisa. Mungkin ga keseluruhan utang akan terlunasi, tapi yakin asset negara akan bisa kembali ke Indonesia kalau denger setiap perkataan Prabowo. Ekonomi akan membaik kalau mendengar penjelasan Sandiaga Uno. Insyaallah #17AprilPrabowoPresidenRI","Insyaallah Prabowo Sandi bisa. Mungkin ga keseluruhan utang akan terlunasi, tapi yakin asset negara akan bisa kembali ke Indonesia kalau denger setiap perkataan Prabowo. Ekonomi akan membaik kalau mendengar penjelasan Sandiaga Uno. Insyaallah 17April Prabowo Presiden RI"
1625,positif,Ekonomi akan tumbuh dengan pemimpin pak jokowi #JokowiMenangTotalDebat pic.twitter.com/ji4hFii1wW,Ekonomi akan tumbuh dengan pemimpin pak jokowi Jokowi Menang Total Debat pic.twitter.com/ji4hFii1wW
1627,positif,Penutup yang jos dari Prabowo Sandi ga akan menerima gaji dan akan menyumbangkannya untuk kaum dhuafa & yg paling penting beliau bertekad menunaikan janjinya..wis wayahe kita hari Rabu tanggal 17 April 2019 ke TPS =Tusuk Prabowo Sandi utk Indonesia menang #GueKapokPilihJokowi,Penutup yang jos dari Prabowo Sandi ga akan menerima gaji dan akan menyumbangkannya untuk kaum dhuafa & yg paling penting beliau bertekad menunaikan janjinya..wis wayahe kita hari Rabu tanggal 17 April 2019 ke TPS =Tusuk Prabowo Sandi utk Indonesia menang Gue Kapok Pilih Jokowi
1628,positif,Prabowo Sandi jika terpilih tidak ambil gaji. Itu tanda bahwa mereka kerja untuk rakyat jika terpilih nanti...  #SayaYakinPrabowoMenang #DebatTerakhirPilpres2019 #AaGymPilihPrabowo,Prabowo Sandi jika terpilih tidak ambil gaji. Itu tanda bahwa mereka kerja untuk rakyat jika terpilih nanti... Saya Yakin Prabowo Menang Debat Terakhir Pilpres2019 Aa Gym Pilih Prabowo
1631,netral,Nawacita @jokowi di nilai sangat sukuses Diantaranya mewujudkan kemandirian ekonomi dengan menggerakkan sektor2 strategis ekonomi domestik. Meningkatkan produktivitas rakyat & daya saing di pasar internasional. Sehingga Indonesia bisa maju #JokowiMenangTotalDebat,Nawacita @jokowi di nilai sangat sukuses Diantaranya mewujudkan kemandirian ekonomi dengan menggerakkan sektor2 strategis ekonomi domestik. Meningkatkan produktivitas rakyat & daya saing di pasar internasional. Sehingga Indonesia bisa maju Jokowi Menang Total Debat
1634,positif,"Indonesia butuh perubahan, pemimpin yang berani, melihat Prabowo Sandi sangat cocok. Bang sandi paham betul ekonomi. Prabowo tegas berani karakter pemimpin dunia. Indonesia harus kuat, harus unjuk prestasi dunia #BeraniPilih02","Indonesia butuh perubahan, pemimpin yang berani, melihat Prabowo Sandi sangat cocok. Bang sandi paham betul ekonomi. Prabowo tegas berani karakter pemimpin dunia. Indonesia harus kuat, harus unjuk prestasi dunia Berani Pilih02"
1637,netral,Akuntabilitas Kenegarawan teruji dg menerimanya. #tersenyum Saat Prabowo Salahkan Para Presiden Sebelum Jokowi soal Perekonomian Negara  http://kom.ps/AFzEnaÂ ,Akuntabilitas Kenegarawan teruji dg menerimanya. tersenyum Saat Prabowo Salahkan Para Presiden Sebelum Jokowi soal Perekonomian Negara http://kom.ps/AFzEnaÂ
1638,negatif,"4,5 tahun ngajar makro ekonomi pak ... tapi ndak tau bener apa salah ...  #TusukPrabowoSandi @prabowo @sandiuno  menang","4,5 tahun ngajar makro ekonomi pak ... tapi ndak tau bener apa salah ... Tusuk Prabowo Sandi @prabowo @sandiuno menang"
1640,positif,Asli ngakak... Kalau pak jokowi tanya ekonomi digital #JokowiMenangTotalDebat,Asli ngakak... Kalau pak jokowi tanya ekonomi digital Jokowi Menang Total Debat
1641,positif,Program Tax Amnesty nya pun diakui dunia sebagai program yang bisa menyelamatkan ekonomi negara.  Duet Jokowi & bu Sri Mulyani memang teopebegete ðŸ‘ #JokowiMenangTotalDebat,Program Tax Amnesty nya pun diakui dunia sebagai program yang bisa menyelamatkan ekonomi negara. Duet Jokowi & bu Sri Mulyani memang teopebegete ðŸ‘ Jokowi Menang Total Debat
1643,negatif,"#BeraniPilih02 #JokowiMenangTotalDebat #BarengJokowi  Menurut Sandy dia Dan Prabowo bersedia tidak digaji jika nanti terpilih emang rakyat tolol ,ya terang aja lu bedua udah tajir melintir ....","Berani Pilih02 Jokowi Menang Total Debat Bareng Jokowi Menurut Sandy dia Dan Prabowo bersedia tidak digaji jika nanti terpilih emang rakyat tolol ,ya terang aja lu bedua udah tajir melintir ...."
1649,netral,Beberapa politikus Demokrat keluar ruangan debat terakhir pilpres 2019 atas pernyataan Prabowo yang menyalahkan presiden sebelulmnya soal ekonomi yang salah.  #JokowiMenangTotalDebat #Coblos01SudahTerbukti Indonesia Maju ðŸ‘ðŸ» pic.twitter.com/M8wXgZoCXy,Beberapa politikus Demokrat keluar ruangan debat terakhir pilpres 2019 atas pernyataan Prabowo yang menyalahkan presiden sebelulmnya soal ekonomi yang salah. Jokowi Menang Total Debat Coblos01Sudah Terbukti Indonesia Maju ðŸ‘ðŸ» pic.twitter.com/M8wXgZoCXy
1653,positif,"Subhanallah ,,,masya Allah ,, hebat salutttt.di debat akhir ,penutup 02 Prabowo Sandi  kerennnn habissss,,,gaji tdk diambil ,,seluruh elemen sektor ekonomi dan sektor  tenaga kerja dan seluruh pelaku ulama ,relawan dll diberikan anugrah ..menag telak 10 -0 #DebatPilpres2019","Subhanallah ,,,masya Allah ,, hebat salutttt.di debat akhir ,penutup 02 Prabowo Sandi kerennnn habissss,,,gaji tdk diambil ,,seluruh elemen sektor ekonomi dan sektor tenaga kerja dan seluruh pelaku ulama ,relawan dll diberikan anugrah ..menag telak 10 -0 Debat Pilpres2019"
1655,positif,"Sandi mempesona, cerdas dalam pemaparan dan sukses sebagai pelaku bisnis. Insyaallah ekonomi di bawah @prabowo @sandiuno akan membaik. #HoaxJkwMenangTotalDebat","Sandi mempesona, cerdas dalam pemaparan dan sukses sebagai pelaku bisnis. Insyaallah ekonomi di bawah @prabowo @sandiuno akan membaik. Hoax Jkw Menang Total Debat"
1659,netral,Prabowo Sandi sumbangkan gajinya jika terpilih. Menandakan dia sudah selesai dengan pribadinya. Tinggal berfikir tentang Negara dan Bangsanya. #DebatPilpres2019,Prabowo Sandi sumbangkan gajinya jika terpilih. Menandakan dia sudah selesai dengan pribadinya. Tinggal berfikir tentang Negara dan Bangsanya. Debat Pilpres2019
1660,positif,"Teman sendiri ditelikung. Hahahahaha...  Dan sang jendral, secara ga langsung mengakui, arah ekonomi dibawah Jokowi sudah tepat. Hehehehe   https://www.cnnindonesia.com/nasional/20190413215716-32-386111/prabowo-sindir-presiden-sebelum-jokowi-petinggi-demokrat-woÂ â€¦ #DebatPilpres2019 #DebatTerakhirPilpres2019 #JokowiMenangTotalDebat","Teman sendiri ditelikung. Hahahahaha... Dan sang jendral, secara ga langsung mengakui, arah ekonomi dibawah Jokowi sudah tepat. Hehehehe https://www.cnnindonesia.com/nasional/20190413215716-32-386111/prabowo-sindir-presiden-sebelum-jokowi-petinggi-demokrat-woÂ â€¦ Debat Pilpres2019 Debat Terakhir Pilpres2019 Jokowi Menang Total Debat"
1662,netral,Sandi sebut ia tidak akan mengambil gajinya jika ia menjabat sebagai cawapres. Sedang Prabowo sebut jangan politisasi UU Desa. #DebatCapres #Pilpres2019 pic.twitter.com/e97rQlRlRi,Sandi sebut ia tidak akan mengambil gajinya jika ia menjabat sebagai cawapres. Sedang Prabowo sebut jangan politisasi UU Desa. Debat Capres Pilpres2019 pic.twitter.com/e97rQlRlRi
1664,negatif,"Dah paham kan??? @jokowi ngajak maen game , pantesan bacanya komik. Anak gw aja dah gw Batasin main game. Dah jelas juga @prabowo mengajak kemandirian pangan. Sbb klo perut kenyang/ekonomi baik, insyaallah negara aman.  Mau maen game sambil nahan lapar? #AaGymPilihPrabowo","Dah paham kan??? @jokowi ngajak maen game , pantesan bacanya komik. Anak gw aja dah gw Batasin main game. Dah jelas juga @prabowo mengajak kemandirian pangan. Sbb klo perut kenyang/ekonomi baik, insyaallah negara aman. Mau maen game sambil nahan lapar? Aa Gym Pilih Prabowo"
1668,netral,"Manfaat jalan yang dibangun Pak @jokowi, jalan bukan hanya masalah infrastruktur tetapi pemerataan ekonomi, menaikkan potensi usaha, menyerap tenaga kerja, dan meningkatkan interaksi antar daerah. #JokowiMenangTOTALDebat pic.twitter.com/uw8k8g4ISf","Manfaat jalan yang dibangun Pak @jokowi, jalan bukan hanya masalah infrastruktur tetapi pemerataan ekonomi, menaikkan potensi usaha, menyerap tenaga kerja, dan meningkatkan interaksi antar daerah. Jokowi Menang TOTALDebat pic.twitter.com/uw8k8g4ISf"
1675,netral,"Jadi Film sebagai salah satu subsektor ekonomi kreatif (ekraf) dengan pertumbuhan tertinggi yaitu mencapai 10,09% pada PDB ekraf 2016.  #JokowiMenangTotalDebat @jokowi @ratunyirnyir","Jadi Film sebagai salah satu subsektor ekonomi kreatif (ekraf) dengan pertumbuhan tertinggi yaitu mencapai 10,09% pada PDB ekraf 2016. Jokowi Menang Total Debat @jokowi @ratunyirnyir"
1676,netral,"Sandi: Ingin harga pangan terjangkau, tusuk Prabowo-Sandi    #HoaxJkwMenangTotalDebat","Sandi: Ingin harga pangan terjangkau, tusuk Prabowo-Sandi Hoax Jkw Menang Total Debat"
1679,positif,"Ganasssssss, ini baru Pemimpin @prabowo @sandiuno .Tak mau ambil gaji krn menganggap ekonominya sdh Mapan. #SambutKemenangan02","Ganasssssss, ini baru Pemimpin @prabowo @sandiuno .Tak mau ambil gaji krn menganggap ekonominya sdh Mapan. Sambut Kemenangan02"
1680,netral,Mau harga skincare turun Tusuk prabowo sandi Mau  muka putih dan glowing  Tusuk prabowo sandi  Mau harga guerlain orchide imperiale turun tusuk  prabowo sandi  #sandi,Mau harga skincare turun Tusuk prabowo sandi Mau muka putih dan glowing Tusuk prabowo sandi Mau harga guerlain orchide imperiale turun tusuk prabowo sandi sandi
1681,netral,@jokowi dinilai membuktikan komitmennya dalam meningkatkan Perekonomian dengan bidang industri.  #JokowiMenangTotalDebat,@jokowi dinilai membuktikan komitmennya dalam meningkatkan Perekonomian dengan bidang industri. Jokowi Menang Total Debat
1686,positif,"#DebatTerakhirPilpres2019   Slh satu bukti Reformasi di bid. Perpajakan Pak @jokowi yaitu kita bsa mlakukn SPT kita melalui e-failing  Ayo siapa yg masih mnyangkal slh satu kberhasiln pmrnthn beliau di bidang ini, berarti dia bukan orang yg taat pajakðŸ˜ðŸ˜ðŸ˜€ #Coblos01SudahTerbukti pic.twitter.com/pmnWmrroKi","Debat Terakhir Pilpres2019 Slh satu bukti Reformasi di bid. Perpajakan Pak @jokowi yaitu kita bsa mlakukn SPT kita melalui e-failing Ayo siapa yg masih mnyangkal slh satu kberhasiln pmrnthn beliau di bidang ini, berarti dia bukan orang yg taat pajakðŸ˜ðŸ˜ðŸ˜€ Coblos01Sudah Terbukti pic.twitter.com/pmnWmrroKi"
1687,positif,Dalam #DebatPilpres2019 sy sebagai dosen ekonomi digital sangat kagum dengan program kerja ekonomi pak @jokowi jadi bagi mahasiswa sy mari dukung Capres yg bisa membedain ekonomi mikro dan makro seperti pak Jokowi ðŸ™‚ #JokowiMenangTotalDebat pic.twitter.com/YmHngGX8nN,Dalam Debat Pilpres2019 sy sebagai dosen ekonomi digital sangat kagum dengan program kerja ekonomi pak @jokowi jadi bagi mahasiswa sy mari dukung Capres yg bisa membedain ekonomi mikro dan makro seperti pak Jokowi ðŸ™‚ Jokowi Menang Total Debat pic.twitter.com/YmHngGX8nN
1688,negatif,bapak @jokowi di debat bapak bahas esport ada apa pak?... mau caper sama milenial?... emang esport bisa jadi lapangan kerja?... ada di kartu prakerja?... berapa gajinya?... setau saya yg jadi lapangan kerja youtubers bukan esport pak #GueKapokPilihJokowi #DebatPilpres2019,bapak @jokowi di debat bapak bahas esport ada apa pak?... mau caper sama milenial?... emang esport bisa jadi lapangan kerja?... ada di kartu prakerja?... berapa gajinya?... setau saya yg jadi lapangan kerja youtubers bukan esport pak Gue Kapok Pilih Jokowi Debat Pilpres2019
1689,positif,Masya Allah...komitmen pak @prabowo dan bang @sandiuno tidak akan mengambil gaji selama menjabat..... #salut #PrabowoSandiMenang #InsyaAllahmenang,Masya Allah...komitmen pak @prabowo dan bang @sandiuno tidak akan mengambil gaji selama menjabat..... salut Prabowo Sandi Menang Insya Allahmenang
1690,negatif,"Pemerintah yg kompeten, akan memberdayakan ekonomi rakyat.  Kita lihat skrg : Jutaan Rakyat pinter tdk berdaya menghadapi pemimpin Bodoh.  So Kepemimpinan Nasional adalah slh satu hal yg penting  #AaGymPilihPrabowo","Pemerintah yg kompeten, akan memberdayakan ekonomi rakyat. Kita lihat skrg : Jutaan Rakyat pinter tdk berdaya menghadapi pemimpin Bodoh. So Kepemimpinan Nasional adalah slh satu hal yg penting Aa Gym Pilih Prabowo"
1694,positif,"Kami sdh sangat bersyukur dengan keadaan ini, gaji 100% utk rakyat. Mau segalanya lebih baik, tusuk @prabowo @sandiuno   Allah yang Maha Membolak balikkan hati.  #DebatPilpres2019","Kami sdh sangat bersyukur dengan keadaan ini, gaji 100% utk rakyat. Mau segalanya lebih baik, tusuk @prabowo @sandiuno Allah yang Maha Membolak balikkan hati. Debat Pilpres2019"
1697,netral,"Capres nomor urut 02, @prabowo: Digital-digital itu bagus tapi masyarakat kita butuh swasembada pangan dalam harga terjangkau, rakyat kita sedang susah, itu yang akan saya fokus.  #DebatKelimaPilpres2019 #Pemilu2019 #DebatPilpres2019 #DebatCapresCawapres #LayarPemiluTepercaya pic.twitter.com/A2trtjbvO6","Capres nomor urut 02, @prabowo: Digital-digital itu bagus tapi masyarakat kita butuh swasembada pangan dalam harga terjangkau, rakyat kita sedang susah, itu yang akan saya fokus. Debat Kelima Pilpres2019 Pemilu2019 Debat Pilpres2019 Debat Capres Cawapres Layar Pemilu Tepercaya pic.twitter.com/A2trtjbvO6"
1699,positif,Allahu Akbar... Masya Allah... Ya Rahman Ya Rahiim. Pak @prabowo dan bang @sandiuno akan memberikan gajinya kepada rakyat Indonesia apabila mereka terpilih menjadi Presiden dan Wakil Presiden Indonesia 2019-2024.  Kalian masih tidak pilih 02? Kebangetan! #PrabowoSandiMenangDebat,Allahu Akbar... Masya Allah... Ya Rahman Ya Rahiim. Pak @prabowo dan bang @sandiuno akan memberikan gajinya kepada rakyat Indonesia apabila mereka terpilih menjadi Presiden dan Wakil Presiden Indonesia 2019-2024. Kalian masih tidak pilih 02? Kebangetan! Prabowo Sandi Menang Debat
1700,negatif,"Awali dari yg kecil baru ke yg besar. Mikro adalah potret bagi makro, agar kebijakan ekonomi makro dilakukan menyeluruh bkn parsial Gw g pernah pilih jokowi tapi #GueKapokPilihJokowi ðŸ˜‚ðŸ˜‚","Awali dari yg kecil baru ke yg besar. Mikro adalah potret bagi makro, agar kebijakan ekonomi makro dilakukan menyeluruh bkn parsial Gw g pernah pilih jokowi tapi Gue Kapok Pilih Jokowi ðŸ˜‚ðŸ˜‚"
1701,netral,"Paslon 01 Bapak @Jokowi dan Abah @KHMarufAmin_ melalui Progam DEWI (Desa Wisata), DEDI (Desa Digital) dan MEKAAR (Membina Ekonomi Keluarga Sejahtera) adalah contoh strategi pemberdayaan ekonomi bagi masyarakat pedesaan. #JokowiMenangTotalDebat pic.twitter.com/7piSAMDGJC","Paslon 01 Bapak @Jokowi dan Abah @KHMarufAmin_ melalui Progam DEWI (Desa Wisata), DEDI (Desa Digital) dan MEKAAR (Membina Ekonomi Keluarga Sejahtera) adalah contoh strategi pemberdayaan ekonomi bagi masyarakat pedesaan. Jokowi Menang Total Debat pic.twitter.com/7piSAMDGJC"
1703,netral,Pak Sandi :  -Pgn lap kerja bertambah? Tusuk Prabowo Sandi -Pgn Ekonomi maju? Tusuk prabowi sandi -pgn tagihan listrik turun? Tusuk Prabowo Sandi  Tambahan : -pgn bikin mantan sakit? Tusuk boneka santet  #AkhirnyaDebatBerakhir #DebatPilpres2019,Pak Sandi : -Pgn lap kerja bertambah? Tusuk Prabowo Sandi -Pgn Ekonomi maju? Tusuk prabowi sandi -pgn tagihan listrik turun? Tusuk Prabowo Sandi Tambahan : -pgn bikin mantan sakit? Tusuk boneka santet Akhirnya Debat Berakhir Debat Pilpres2019
1704,negatif,"Sandi: TPS itu singkatan Tusuk Prabowo Sandi Mau dapet kerja? Tusuk Prabowo Sandi Mau hargaÂ² turun? Tusuk Prabowo Sandi Dll...  Kalo mau nya doi ga cuek lagi, Tusuk Prabowo Sandi jg? ðŸ˜¶ #DebatPilpres2019","Sandi: TPS itu singkatan Tusuk Prabowo Sandi Mau dapet kerja? Tusuk Prabowo Sandi Mau hargaÂ² turun? Tusuk Prabowo Sandi Dll... Kalo mau nya doi ga cuek lagi, Tusuk Prabowo Sandi jg? ðŸ˜¶ Debat Pilpres2019"
1706,negatif,"Pak @prabowo & Pak @sandiuno  tidak akan ambil gaji. Lah si jae disuruh cuti aja OGAH, PAKE FASILITAS NEGARA LAGI #BeraniPilih02 #BeraniPilih02","Pak @prabowo & Pak @sandiuno tidak akan ambil gaji. Lah si jae disuruh cuti aja OGAH, PAKE FASILITAS NEGARA LAGI Berani Pilih02 Berani Pilih02"
1707,positif,Closing pak @prabowo & bang @sandiuno sangat MANTUL. Masya Allah ðŸ˜ðŸ˜  Dan beliau berdua berkomitmen jika menang TIDAK AKAN MENGAMBIL GAJI SEPESERPUN. Semua akan beliau serahkan untuk kaum dhuafa. ALLAHU AKBAR !!! ALLAHU AKBAR !!!  #BeraniPilih02,Closing pak @prabowo & bang @sandiuno sangat MANTUL. Masya Allah ðŸ˜ðŸ˜ Dan beliau berdua berkomitmen jika menang TIDAK AKAN MENGAMBIL GAJI SEPESERPUN. Semua akan beliau serahkan untuk kaum dhuafa. ALLAHU AKBAR !!! ALLAHU AKBAR !!! Berani Pilih02
1708,negatif,Katanya tadi tidak akan menerima gaji jika diamanahkan menjabat. Kenapa tidak singkron dengan hal yang dilakukan diwaktu kompanye malah menerima uang dari emak-emak yang kata Bapak @prabowo dan @sandiuno tidak memiliki kecukupan ekonomi dan finansial. Akan kah termasuk #hoax02,Katanya tadi tidak akan menerima gaji jika diamanahkan menjabat. Kenapa tidak singkron dengan hal yang dilakukan diwaktu kompanye malah menerima uang dari emak-emak yang kata Bapak @prabowo dan @sandiuno tidak memiliki kecukupan ekonomi dan finansial. Akan kah termasuk hoax02
1711,negatif,"Nonton debat , saya melihat inkonsistensi pandangan antaa prabowo dan sandiaga uno ... dan tidak mampu menguasai perekonomian dengan baik, makin mantap pilih 01! #JokowiMenangTotalDebat #JokoWin17April","Nonton debat , saya melihat inkonsistensi pandangan antaa prabowo dan sandiaga uno ... dan tidak mampu menguasai perekonomian dengan baik, makin mantap pilih 01! Jokowi Menang Total Debat Joko Win17April"
1715,netral,"Pajak itu bisa bocor karena dari manusia untuk negara. Zakat itu kalo mau bikin bocor pasti mikir, soalnya resiko diumumkan di masjid dan mushala... #BeraniPilih02","Pajak itu bisa bocor karena dari manusia untuk negara. Zakat itu kalo mau bikin bocor pasti mikir, soalnya resiko diumumkan di masjid dan mushala... Berani Pilih02"
1718,netral,"Prabowo-sandi sepakat tidak akan mengambil gaji jika terpilih nanti, berjanji akan menghormati ulama dan mematuhi fakta integritas bersama ijtima ulama.  #17AprilMantapPilihPrabowoSandi","Prabowo-sandi sepakat tidak akan mengambil gaji jika terpilih nanti, berjanji akan menghormati ulama dan mematuhi fakta integritas bersama ijtima ulama. 17April Mantap Pilih Prabowo Sandi"
1720,positif,"-Ngga akan ambil gaji- catet itu wahai saudara2ku. Jika utk harta, pak @prabowo @sandiuno sdh cukup. Tapi demi kepentingan rakyat dan keberlanjutan negara tercinta iniâ¤ï¸ðŸ‡®ðŸ‡© #HoaxJkwMenangTotalDebat","-Ngga akan ambil gaji- catet itu wahai saudara2ku. Jika utk harta, pak @prabowo @sandiuno sdh cukup. Tapi demi kepentingan rakyat dan keberlanjutan negara tercinta iniâ¤ï¸ðŸ‡®ðŸ‡© Hoax Jkw Menang Total Debat"
1722,netral,"Arsul menyebut, Jokowi akan menyampaikan kejutan saat pemaparan mengenai isu ekonomi. Namun Sekjen PPP itu tidak memberikan detailnya. Ia mengatakan kejutan itu akan keluar tergantung dari pertanyaan saat debat berlangsung. #JokowiMenangTotalDebat","Arsul menyebut, Jokowi akan menyampaikan kejutan saat pemaparan mengenai isu ekonomi. Namun Sekjen PPP itu tidak memberikan detailnya. Ia mengatakan kejutan itu akan keluar tergantung dari pertanyaan saat debat berlangsung. Jokowi Menang Total Debat"
1724,netral,"Mau pemimpin hebat datang ke TPS=Tusuk Prabowo Sandi Mau rakyat makmur, ke TPS=Tusuk Prabowo Sandi Mau harga-harga terjangkau , ke TPS=Tusuk Prabowo Sandi Mau lapangan kerja tersedia , ke TPS=Tusuk Prabowo Sandi Mau Negara di perhitungkan Dunia, ke TPS=Tusuk Prabowo Sandi #keTPS","Mau pemimpin hebat datang ke TPS=Tusuk Prabowo Sandi Mau rakyat makmur, ke TPS=Tusuk Prabowo Sandi Mau harga-harga terjangkau , ke TPS=Tusuk Prabowo Sandi Mau lapangan kerja tersedia , ke TPS=Tusuk Prabowo Sandi Mau Negara di perhitungkan Dunia, ke TPS=Tusuk Prabowo Sandi ke TPS"
